ID	Disease_ID	Disorder_name	gene	Gene_symbols	OMIM_ID	Chromosome	Class	OMIM_Disease_ID
1644	886	Leukemia, acute myeloid, 601626 (3)	WHSC1L1	WHSC1L1, NSD3	607083	8p12	Cancer	601626
1645	886	Leukemia, acute myeloid, reduced survival in (3)	FLT3	FLT3	136351	13q12	Cancer	
1646	886	Leukemia, acute myelomonocytic (3)	AF1Q	AF1Q	604684	1q21	Cancer	
1647	886	Leukemia, acute promyelocytic, NPM/RARA type (3)	NPM1	NPM1	164040	5q35	Cancer	
1648	886	Leukemia, acute promyelocytic, NUMA/RARA type (3)	NUMA1	NUMA1	164009	11q13	Cancer	
1649	886	Leukemia, acute promyelocytic, PL2F/RARA type (3)	ZNF145	ZNF145, PLZF	176797	11q23.1	Cancer	
1650	886	Leukemia, acute promyelocytic, PML/RARA type (3)	PML	PML, MYL	102578	15q22	Cancer	
1651	886	Leukemia, acute promyeloyctic, STAT5B/RARA type (3)	STAT5B	STAT5B	604260	17q11.2	Cancer	
1652	886	Leukemia, acute T-cell lymphoblastic (3)	AF10	AF10	602409	10p12	Cancer	
1653	886	Leukemia, acute T-cell lymphoblastic (3)	CALM	CALM, CLTH	603025	11q14	Cancer	
1654	886	Leukemia, chronic lymphatic, susceptibility to, 151400 (3)	ARL11	ARL11, ARLTS1	609351	13q14.3	Cancer	151400
1655	886	Leukemia, chronic lymphatic, susceptibility to, 151400 (3)	P2RX7	P2RX7, P2X7	602566	12q24	Cancer	151400
1656	886	Leukemia, chronic myeloid, 608232 (3)	BCR	BCR, CML, PHL, ALL	151410	22q11.21	Cancer	608232
1657	886	Leukemia, juvenile myelomonocytic, 607785 (3)	GRAF	GRAF	605370	5q31	Cancer	607785
1658	886	Leukemia, juvenile myelomonocytic, 607785 (3)	NF1	NF1, VRNF, WSS, NFNS	162200	17q11.2	Cancer	607785
1659	886	Leukemia, juvenile myelomonocytic, 607785 (3)	PTPN11	PTPN11, PTP2C, SHP2, NS1	176876	12q24.1	Cancer	607785
1660	886	Leukemia/lymphoma, B-cell, 2 (3)	BCL2	BCL2	151430	18q21.3	Cancer	2
1661	886	Leukemia/lymphoma, chronic B-cell, 151400 (3)	CCND1	CCND1, PRAD1, BCL1	168461	11q13	Cancer	151400
1662	886	Leukemia/lymphoma, T-cell (3)	TCRA	TCRA	186880	14q11.2	Cancer	
1663	886	Leukemia, megakaryoblastic, of Down syndrome, 190685 (3)	GATA1	GATA1, GF1, ERYF1, NFE1	305371	Xp11.23	Cancer	190685
1664	886	Leukemia, megakaryoblastic, with or without Down syndrome, 190685 (3)	GATA1	GATA1, GF1, ERYF1, NFE1	305371	Xp11.23	Cancer	190685
1665	886	Leukemia, Philadelphia chromosome-positive, resistant to imatinib (3)	ABL1	ABL1	189980	9q34.1	Cancer	
1666	886	Leukemia, post-chemotherapy, susceptibility to (3)	NQO1	NQO1, DIA4, NMOR1	125860	16q22.1	Cancer	
1667	886	Leukemia, T-cell acute lymphoblastic (3)	NUP214	NUP214, D9S46E, CAN, CAIN	114350	9q34.1	Cancer	
1668	889	Leukocyte adhesion deficiency, 116920 (3)	ITGB2	ITGB2, CD18, LCAMB, LAD	600065	21q22.3	Immunological	116920
1669	891	Leukoencephalopathy with vanishing white matter, 603896 (3)	EIF2B1	EIF2B1, EIF2BA	606686	Chr.12	Neurological	603896
1670	891	Leukoencephalopathy with vanishing white matter, 603896 (3)	EIF2B2	EIF2B2	606454	14q24	Neurological	603896
1671	891	Leukoencephalopathy with vanishing white matter, 603896 (3)	EIF2B3	EIF2B3	606273	1p34.1	Neurological	603896
1672	891	Leukoencephalopathy with vanishing white matter, 603896 (3)	EIF2B5	EIF2B5, LVWM, CACH, CLE	603945	3q27	Neurological	603896
1673	891	Leukoencephaly with vanishing white matter, 603896 (3)	EIF2B4	EIF2B4	606687	2p23.3	Neurological	603896
1674	894	Leydig cell adenoma, with precocious puberty (3)	LHCGR	LHCGR	152790	2p21	Cancer	
1675	895	Lhermitte-Duclos syndrome (3)	PTEN	PTEN, MMAC1	601728	10q23.31	Cancer	
1676	896	Liddle syndrome, 177200 (3)	SCNN1B	SCNN1B	600760	16p13-p12	Renal	177200
1677	896	Liddle syndrome, 177200 (3)	SCNN1G	SCNN1G, PHA1	600761	16p13-p12	Renal	177200
1678	897	Li Fraumeni syndrome, 151623 (3)	CDKN2A	CDKN2A, MTS1, P16, MLM, CMM2	600160	9p21	Cancer	151623
1679	898	Li-Fraumeni syndrome, 151623 (3)	TP53	TP53, P53, LFS1	191170	17p13.1	Cancer	151623
1680	898	Li-Fraumeni syndrome, 609265 (3)	CHEK2	CHEK2, RAD53, CHK2, CDS1, LFS2	604373	22q12.1	Cancer	609265
1681	899	LIG4 syndrome, 606593 (3)	LIG4	LIG4	601837	13q22-q34	multiple	606593
1682	901	Limb-mammary syndrome, 603543 (3)	TP73L	TP73L, TP63, KET, EEC3, SHFM4, LMS, RHS	603273	3q27	multiple	603543
1683	902	Lipodystrophy, congenital generalized, type 1, 608594 (3)	AGPAT2	AGPAT2, LPAAB, BSCL, BSCL1	603100	9q34.3	Metabolic	608594
1684	902	Lipodystrophy, congenital generalized, type 2, 269700 (3)	BSCL2	BSCL2, SPG17	606158	11q13	Metabolic	269700
1685	902	Lipodystrophy, familial partial, 151660 (3)	LMNA	LMNA, LMN1, EMD2, FPLD, CMD1A, HGPS, LGMD1B	150330	1q21.2	Metabolic	151660
1686	902	Lipodystrophy, familial partial, 151660 (3)	PPARG	PPARG, PPARG1, PPARG2	601487	3p25	Metabolic	151660
1687	902	Lipodystrophy, familial partial, with decreased subcutaneous fat of face and neck (3)	PPARGC1A	PPARGC1A, PPARGC1	604517	4p15.1	Metabolic	
1688	903	Lipoid adrenal hyperplasia, 201710 (3)	STAR	STAR	600617	8p11.2	Endocrine	201710
1689	903	Lipoid congenital adrenal hyperplasia, 201710 (3)	CYP11A	CYP11A, P450SCC	118485	15q23-q24	Endocrine	201710
1690	2903	Lipoid proteinosis, 247100 (3)	ECM1	ECM1	602201	1q21	Metabolic	247100
1691	904	Lipoma (3)	HMGA2	HMGA2, HMGIC, BABL, LIPO	600698	12q14.3	Cancer	
1692	904	Lipoma (3)	LPP	LPP	600700	3q28	Cancer	
1693	904	Lipoma, sporadic (3)	MEN1	MEN1	131100	11q13	Cancer	
1694	904	Lipomatosis, mutiple, 151900 (3)	HMGA2	HMGA2, HMGIC, BABL, LIPO	600698	12q14.3	Cancer	151900
1695	906	Lipoprotein lipase deficiency (3)	LPL	LPL, LIPD	238600	8p22	Metabolic	
1696	908	Lissencephaly-1, 607432 (3)	PAFAH1B1	PAFAH1B1, LIS1	601545	17p13.3	Neurological	607432
1697	908	Lissencephaly syndrome, Norman-Roberts type, 257320 (3)	RELN	RELN, RL	600514	7q22	Neurological	257320
1698	908	Lissencephaly, X-linked, 300067 (3)	DCX	DCX, DBCN, LISX	300121	Xq22.3-q23	Neurological	300067
1699	908	Lissencephaly, X-linked with ambiguous genitalia, 300215 (3)	ARX	ARX, ISSX, PRTS, MRXS1, MRX36, MRX54	300382	Xp22.13	Neurological	300215
1700	909	Listeria monocytogenes, susceptibility to (3)	CDH1	CDH1, UVO	192090	16q22.1	Immunological	
1701	910	Loeys-Dietz syndrome, 609192 (3)	TGFBR1	TGFBR1	190181	9q33-q34	Connective tissue	609192
1702	910	Loeys-Dietz syndrome, 609192 (3)	TGFBR2	TGFBR2, HNPCC6	190182	3p22	Connective tissue	609192
1703	911	Longevity, exceptional, 152430 (3)	CETP	CETP	118470	16q21	Developmental	152430
1704	911	Longevity, reduced, 152430 (3)	AKAP10	AKAP10	604694	17p11.1	Developmental	152430
1705	912	Long QT syndrome-1, 192500 (3)	KCNQ1	KCNQ1, KCNA9, LQT1, KVLQT1, ATFB1	607542	11p15.5	Cardiovascular	192500
1706	912	Long QT syndrome-2 (3)	KCNH2	KCNH2, LQT2, HERG	152427	7q35-q36	Cardiovascular	
1707	912	Long QT syndrome-3, 603830 (3)	SCN5A	SCN5A, LQT3, IVF, HB1, SSS1	600163	3p21	Cardiovascular	603830
1708	912	Long QT syndrome 4, 600919 (3)	ANK2	ANK2, LQT4	106410	4q25-q27	Cardiovascular	600919
1709	912	Long QT syndrome-5 (3)	KCNE1	KCNE1, JLNS, LQT5	176261	21q22.1-q22.2	Cardiovascular	
1710	912	Long QT syndrome-6 (3)	KCNE2	KCNE2, MIRP1, LQT6	603796	21q22.1	Cardiovascular	
1711	912	Long QT syndrome-7, 170390 (3)	KCNJ2	KCNJ2, HHIRK1, KIR2.1, IRK1, LQT7	600681	17q23.1-q24.2	Cardiovascular	170390
1712	913	Lower motor neuron disease, progressive, without sensory symptoms, 607641 (3)	DCTN1	DCTN1	601143	2p13	Neurological	607641
1713	914	Lowe syndrome, 309000 (3)	OCRL	OCRL, LOCR, OCRL1, NPHL2	300535	Xq26.1	Metabolic	309000
1714	915	Low renin hypertension, susceptibility to (3)	CYP11B2	CYP11B2	124080	8q21	Cardiovascular	
1715	916	LPA deficiency, congenital (3)	LPA	LPA	152200	6q27	Metabolic	
1716	917	Lumbar disc disease, susceptibility to, 603932 (3)	CILP	CILP	603489	15q22	Skeletal	603932
1717	918	Lung cancer, 211980 (3)	KRAS2	KRAS2, RASK2	190070	12p12.1	Cancer	211980
1718	918	Lung cancer, 211980 (3)	PPP2R1B	PPP2R1B	603113	11q22-q24	Cancer	211980
1719	918	Lung cancer, 211980 (3)	SLC22A1L	SLC22A1L, BWSCR1A, IMPT1	602631	11p15.5	Cancer	211980
1720	918	Lung cancer, somatic, 211980 (3)	MAP3K8	MAP3K8, COT, EST, TPL2	191195	10p11.2	Cancer	211980
1721	919	Lupus nephritis, susceptibility to (3)	FCGR2A	FCGR2A, IGFR2, CD32	146790	1q21-q23	Connective tissue	
1722	920	Lymphangioleiomyomatosis, 606690 (3)	TSC1	TSC1, LAM	605284	9q34	Respiratory	606690
1723	920	Lymphangioleiomyomatosis, somatic, 606690 (3)	TSC2	TSC2, LAM	191092	16p13.3	Respiratory	606690
1724	921	Lymphedema and ptosis, 153000 (3)	FOXC2	FOXC2, FKHL14, MFH1	602402	16q24.3	Hematological	153000
1725	921	Lymphedema-distichiasis syndrome, 153400 (3)	FOXC2	FOXC2, FKHL14, MFH1	602402	16q24.3	Hematological	153400
1726	921	Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus (3)	FOXC2	FOXC2, FKHL14, MFH1	602402	16q24.3	Hematological	
1727	921	Lymphedema, hereditary I, 153100 (3)	FLT4	FLT4, VEGFR3, PCL	136352	5q35.3	Hematological	153100
1728	921	Lymphedema, hereditary II, 153200 (3)	FOXC2	FOXC2, FKHL14, MFH1	602402	16q24.3	Hematological	153200
1729	925	Lymphocytic leukemia, acute T-cell (3)	RAP1GDS1	RAP1GDS1	179502	4q21-q25	Cancer	
1730	925	Lymphoma, B-cell non-Hodgkin, somatic (3)	ATM	ATM, ATA, AT1	607585	11q22.3	Cancer	
1731	925	Lymphoma, diffuse large cell (3)	BCL8	BCL8	601889	15q11-q13	Cancer	
1732	925	Lymphoma, follicular (3)	BCL10	BCL10	603517	1p22	Cancer	
1733	925	Lymphoma, MALT (3)	BCL10	BCL10	603517	1p22	Cancer	
1734	925	Lymphoma, mantle cell (3)	ATM	ATM, ATA, AT1	607585	11q22.3	Cancer	
1735	925	Lymphoma, non-Hodgkin (3)	RAD54B	RAD54B	604289	8q21.3-q22	Cancer	
1736	925	Lymphoma, non-Hodgkin (3)	RAD54L	RAD54L, HR54, HRAD54	603615	1p32	Cancer	
1737	925	Lymphoma, progression of (3)	FCGR2B	FCGR2B, CD32	604590	1q22	Cancer	
1738	925	Lymphoma, somatic (3)	MAD1L1	MAD1L1, TXBP181	602686	7p22	Cancer	
1739	925	Lymphoma, T-cell (3)	MSH2	MSH2, COCA1, FCC1, HNPCC1	609309	2p22-p21	Cancer	
1740	925	Lymphoproliferative syndrome, X-linked, 308240 (3)	SH2D1A	SH2D1A, LYP, IMD5, XLP, XLPD	300490	Xq25	Cancer	308240
1741	930	Lynch cancer family syndrome II, 114400 (3)	MSH2	MSH2, COCA1, FCC1, HNPCC1	609309	2p22-p21	Cancer	114400
1742	931	Lysinuric protein intolerance, 222700 (3)	SLC7A7	SLC7A7, LPI	603593	14q11.2	Metabolic	222700
1849	992	Merkel cell carcinoma, somatic (3)	SDHD	SDHD, PGL1	602690	11q23	Cancer	
1743	933	Machado-Joseph disease, 109150 (3)	ATXN3	ATXN3, MJD, SCA3	607047	14q24.3-q31	Neurological	109150
1744	935	Macrocytic anemia, refractory, of 5q-syndrome, 153550 (3)	IRF1	IRF1, MAR	147575	5q31.1	Hematological	153550
1745	936	Macrothrombocytopenia, 300367 (3)	GATA1	GATA1, GF1, ERYF1, NFE1	305371	Xp11.23	Hematological	300367
1746	2937	Macular corneal dystrophy, 217800 (3)	CHST6	CHST6, MCDC1	605294	16q22	Ophthamological	217800
1747	937	Macular degeneration, age-related, 1, 603075 (3)	HF1	HF1, CFH, HUS	134370	1q32	Ophthamological	603075
1748	937	Macular degeneration, age-related, 1, 603075 (3)	HMCN1	HMCN1, FBLN6, FIBL6	608548	1q24-q25	Ophthamological	603075
1749	937	Macular degeneration, age-related, 3, 608895 (3)	FBLN5	FBLN5, ARMD3	604580	14q32.1	Ophthamological	608895
1750	937	Macular degeneration, juvenile, 248200 (3)	CNGB3	CNGB3, ACHM3	605080	8q21-q22	Ophthamological	248200
1751	937	Macular degeneration, X-linked atrophic (3)	RPGR	RPGR, RP3, CRD, RP15, COD1	312610	Xp21.1	Ophthamological	
1752	2937	Macular dystrophy (3)	RDS	RDS, RP7, PRPH2, PRPH, AVMD, AOFMD	179605	6p21.1-cen	Ophthamological	
1753	2937	Macular dystrophy, age-related, 2, 153800 (3)	ABCA4	ABCA4, ABCR, STGD1, FFM, RP19	601691	1p21-p13	Ophthamological	153800
1754	2937	Macular dystrophy, autosomal dominant, chromosome 6-linked, 600110 (3)	ELOVL4	ELOVL4, ADMD, STGD2, STGD3	605512	6q14	Ophthamological	600110
1755	2937	Macular dystrophy, vitelliform, 608161 (3)	RDS	RDS, RP7, PRPH2, PRPH, AVMD, AOFMD	179605	6p21.1-cen	Ophthamological	608161
1756	2937	Macular dystrophy, vitelliform type, 153700 (3)	VMD2	VMD2	607854	11q13	Ophthamological	153700
1757	938	Maculopathy, bull's-eye, 153870 (3)	VMD2	VMD2	607854	11q13	Ophthamological	153870
1758	939	Major depressive disorder and accelerated response to antidepressant drug treatment, 608616 (3)	FKBP5	FKBP5, FKBP51	602623	6p21.3-p21.2	Psychiatric	608616
1759	940	Malaria, cerebral, reduced risk of, 248310 (3)	CD36	CD36	173510	7q11.2	Immunological	248310
1760	940	Malaria, cerebral, susceptibility to, 248310 (3)	CD36	CD36	173510	7q11.2	Immunological	248310
1761	940	Malaria, cerebral, susceptibility to (3)	ICAM1	ICAM1	147840	19p13.3-p13.2	Immunological	
1762	940	Malaria, cerebral, susceptibility to (3)	TNF	TNF, TNFA	191160	6p21.3	Immunological	
1763	940	Malaria, resistance to, 248310 (3)	GYPC	GYPC, GE, GPC	110750	2q14-q21	Immunological	248310
1764	940	Malaria, resistance to, 248310 (3)	NOS2A	NOS2A, NOS2	163730	17cen-q11.2	Immunological	248310
1765	942	Malignant hyperthermia susceptibility 1, 145600 (3)	RYR1	RYR1, MHS, CCO	180901	19q13.1	Neurological	145600
1766	942	Malignant hyperthermia susceptibility 5, 601887 (3)	CACNA1S	CACNA1S, CACNL1A3, CCHL1A3	114208	1q32	Neurological	601887
1767	943	Malonyl-CoA decarboxylase deficiency, 248360 (3)	MLYCD	MLYCD, MCD	606761	16q24	Metabolic	248360
1768	944	MALT lymphoma (3)	MALT1	MALT1, MLT	604860	18q21	Cancer	
1769	945	Mandibuloacral dysplasia with type B lipodystrophy, 608612 (3)	ZMPSTE24	ZMPSTE24, FACE1, STE24, MADB	606480	1p34	multiple	608612
1770	947	Mannosidosis, alpha-, types I and II, 248500 (3)	MAN2B1	MAN2B1, MANB	609458	19cen-q12	Metabolic	248500
1771	947	Mannosidosis, beta, 248510 (3)	MANBA	MANBA, MANB1	609489	4q22-q25	Metabolic	248510
1772	948	Maple syrup urine disease, type Ia, 248600 (3)	BCKDHA	BCKDHA, MSUD1	608348	19q13.1-q13.2	Metabolic	248600
1773	948	Maple syrup urine disease, type Ib (3)	BCKDHB	BCKDHB, E1B	248611	6p22-p21	Metabolic	
1774	948	Maple syrup urine disease, type II (3)	DBT	DBT, BCATE2	248610	1p31	Metabolic	
1775	948	Maple syrup urine disease, type III, 248600 (3)	DLD	DLD, LAD, PHE3	238331	7q31-q32	Metabolic	248600
1776	950	Marfan syndrome, 154700 (3)	FBN1	FBN1, MFS1, WMS	134797	15q21.1	Connective tissue	154700
1777	950	Marfan syndrome, atypical (3)	COL1A2	COL1A2	120160	7q22.1	Connective tissue	
1778	952	Maroteaux-Lamy syndrome, several forms (3)	ARSB	ARSB, MPS6	253200	5q11-q13	Metabolic	
1779	953	Marshall syndrome, 154780 (3)	COL11A1	COL11A1, STL2	120280	1p21	multiple	154780
1780	955	MASA syndrome, 303350 (3)	L1CAM	L1CAM, CAML1, HSAS1	308840	Xq28	multiple	303350
1781	956	MASP2 deficiency (3)	MASP2	MASP2	605102	1p36.3-p36.2	Immunological	
1782	957	MASS syndrome, 604308 (3)	FBN1	FBN1, MFS1, WMS	134797	15q21.1	Connective tissue	604308
1783	958	Mast cell leukemia (3)	KIT	KIT, PBT	164920	4q12	Cancer	
1784	959	Mastocytosis with associated hematologic disorder (3)	KIT	KIT, PBT	164920	4q12	Immunological	
1785	960	Mast syndrome, 248900 (3)	ACP33	ACP33, MAST, SPG21	608181	15q21-q22	Neurological	248900
1786	961	May-Hegglin anomaly, 155100 (3)	MYH9	MYH9, MHA, FTNS, DFNA17	160775	22q11.2	Hematological	155100
1787	962	McArdle disease, 232600 (3)	PYGM	PYGM	608455	11q13	Metabolic	232600
1788	963	McCune-Albright syndrome, 174800 (3)	GNAS	GNAS, GNAS1, GPSA, POH, PHP1B, PHP1A, AHO	139320	20q13.2	multiple	174800
1789	964	McKusick-Kaufman syndrome, 236700 (3)	MKKS	MKKS, HMCS, KMS, MKS, BBS6	604896	20p12	Developmental	236700
1790	965	McLeod syndrome (3)	XK	XK	314850	Xp21.2-p21.1	Hematological	
1791	965	McLeod syndrome with neuroacanthosis (3)	XK	XK	314850	Xp21.2-p21.1	Hematological	
1792	969	Medullary cystic kidney disease 2, 603860 (3)	UMOD	UMOD, HNFJ, FJHN, MCKD2, ADMCKD2	191845	16p12.3	Renal	603860
1793	2969	Medullary thyroid carcinoma, 155240 (3)	RET	RET, MEN2A	164761	10q11.2	Cancer	155240
1794	2969	Medullary thyroid carcinoma, familial, 155240 (3)	NTRK1	NTRK1, TRKA, MTC	191315	1q21-q22	Cancer	155240
1795	970	Medulloblastoma, 155255 (3)	PTCH2	PTCH2	603673	1p32	Cancer	155255
1796	970	Medulloblastoma, desmoplastic, 155255 (3)	SUFU	SUFU, SUFUXL, SUFUH	607035	10q24-q25	Cancer	155255
1797	971	Meesmann corneal dystrophy, 122100 (3)	KRT12	KRT12	601687	17q12	Ophthamological	122100
1798	971	Meesmann corneal dystrophy, 122100 (3)	KRT3	KRT3	148043	12q13	Ophthamological	122100
1799	973	Megakaryoblastic leukemia, acute (3)	MKL1	MKL1, AMKL, MAL	606078	22q13	Cancer	
1800	974	Megalencephalic leukoencephalopathy with subcortical cysts, 604004 (3)	MLC1	MLC1, LVM, VL	605908	22qter	Neurological	604004
1801	975	Megaloblastic anemia-1, Finnish type, 261100 (3)	CUBN	CUBN, IFCR, MGA1	602997	10p12.1	Hematological	261100
1802	975	Megaloblastic anemia-1, Norwegian type, 261100 (3)	AMN	AMN	605799	14q32	Hematological	261100
1803	978	Melanoma (3)	CDK4	CDK4, CMM3	123829	12q14	Cancer	
1804	978	Melanoma and neural system tumor syndrome, 155755 (3)	CDKN2A	CDKN2A, MTS1, P16, MLM, CMM2	600160	9p21	Cancer	155755
1805	978	Melanoma, cutaneous malignant, 2, 155601 (3)	CDKN2A	CDKN2A, MTS1, P16, MLM, CMM2	600160	9p21	Cancer	155601
1806	978	Melanoma, cutaneous malignant, susceptibility to (3)	XRCC3	XRCC3	600675	14q32.3	Cancer	
1807	978	Melanoma, malignant sporadic (3)	STK11	STK11, PJS, LKB1	602216	19p13.3	Cancer	
1808	978	Melanoma, melignant, somatic (3)	BRAF	BRAF	164757	7q34	Cancer	
1809	979	Meleda disease, 248300 (3)	SLURP1	SLURP1, MDM	606119	8qter	Dermatological	248300
1810	981	Melnick-Needles syndrome, 309350 (3)	FLNA	FLNA, FLN1, ABPX, NHBP, OPD1, OPD2, FMD, MNS	300017	Xq28	Skeletal	309350
1811	982	Melorheostosis with osteopoikilosis, 155950 (3)	LEMD3	LEMD3, MAN1	607844	12q14	Developmental	155950
1812	984	Memory impairment, susceptibility to (3)	BDNF	BDNF	113505	11p13	Neurological	
1813	985	Meniere disease 156000 (3) ()	COCH	COCH, DFNA9	603196	14q12-q13	Neurological	-3
1814	986	Meningioma, 607174 (3)	MN1	MN1, MGCR	156100	22q12.3-qter	Cancer	607174
1815	986	Meningioma, 607174 (3)	PTEN	PTEN, MMAC1	601728	10q23.31	Cancer	607174
1816	986	Meningioma, NF2-related, somatic, 607174 (3)	NF2	NF2	607379	22q12.2	Cancer	607174
1817	986	Meningioma, SIS-related (3)	PDGFB	PDGFB, SIS	190040	22q12.3-q13.1	Cancer	
1818	987	Meningococcal disease, susceptibility to (3)	MBL2	MBL2, MBL, MBP1	154545	10q11.2-q21	Immunological	
1819	988	Menkes disease, 309400 (3)	ATP7A	ATP7A, MNK, MK, OHS	300011	Xq12-q13	Neurological	309400
1820	990	Mental retardation, nonsyndromic, autosomal recessive, 249500 (3)	PRSS12	PRSS12, BSSP3	606709	4q25-q26	Neurological	249500
1821	990	Mental retardation, nonsyndromic, autosomal recessive, 2A, 607417 (3)	CRBN	CRBN, MRT2A	609262	3p26.2	Neurological	607417
1822	990	Mental retardation, X-linked, 300425 (3)	NLGN4	NLGN4, KIAA1260, AUTSX2	300427	Xp22.33	Neurological	300425
1823	990	Mental retardation, X-linked, 300458 (3)	MECP2	MECP2, RTT, PPMX, MRX16, MRX79	300005	Xq28	Neurological	300458
1824	990	Mental retardation, X-linked 30, 300558 (3)	PAK3	PAK3, MRX30, MRX47	300142	Xq21.3-q24	Neurological	300558
1825	990	Mental retardation, X-linked, 34, 300426 (3)	IL1RAPL	IL1RAPL, MRX34	300206	Xp22.1-p21.3	Neurological	300426
1826	990	Mental retardation, X-linked 36, 300430 (3)	ARX	ARX, ISSX, PRTS, MRXS1, MRX36, MRX54	300382	Xp22.13	Neurological	300430
1827	990	Mental retardation, X-linked (3)	SLC6A8	SLC6A8, CRTR	300036	Xq28	Neurological	
1828	990	Mental retardation, X-linked-44, 300501 (3)	FTSJ1	FTSJ1, JM23, SPB1, MRX44, MRX9	300499	Xp11.23	Neurological	300501
1829	990	Mental retardation, X-linked 45, 300498 (3)	ZNF81	ZNF81, MRX45	314998	Xp22.1-p11	Neurological	300498
1830	990	Mental retardation, X-linked 54, 300419 (3)	ARX	ARX, ISSX, PRTS, MRXS1, MRX36, MRX54	300382	Xp22.13	Neurological	300419
1831	990	Mental retardation, X-linked 58, 300218 (3)	TM4SF2	TM4SF2, MXS1, A15	300096	Xq11	Neurological	300218
1832	990	Mental retardation, X-linked, 60, 300486 (3)	OPHN1	OPHN1	300127	Xq12	Neurological	300486
1833	990	Mental retardation, X-linked-9, 309549 (3)	FTSJ1	FTSJ1, JM23, SPB1, MRX44, MRX9	300499	Xp11.23	Neurological	309549
1834	990	Mental retardation, X-linked, FRAXE type (3)	FMR2	FMR2, FRAXE, MRX2	309548	Xq28	Neurological	
1835	990	Mental retardation, X-linked, JARID1C-related, 300534 (3)	SMCX	SMCX, MRXJ, DXS1272E, XE169, JARID1C	314690	Xp11.22-p11.21	Neurological	300534
1836	990	Mental retardation, X-linked nonspecific, 309541 (3)	GDI1	GDI1, RABGD1A, MRX41, MRX48	300104	Xq28	Neurological	309541
1837	990	Mental retardation, X-linked nonspecific, 63, 300387 (3)	FACL4	FACL4, ACS4, MRX63	300157	Xq22.3	Neurological	300387
1838	990	Mental retardation, X-linked nonspecific, type 19 (3)	RPS6KA3	RPS6KA3, RSK2, MRX19	300075	Xp22.2-p22.1	Neurological	19
1839	990	Mental retardation, X-linked nonspecific, type 46, 300436 (3)	ARHGEF6	ARHGEF6, MRX46, COOL2	300267	Xq26	Neurological	300436
1840	990	Mental retardation, X-linked nonsyndromic (3)	AGTR2	AGTR2	300034	Xq22-q23	Neurological	
1841	990	Mental retardation, X-linked nonsyndromic (3)	FGD1	FGD1, FGDY, AAS	305400	Xp11.21	Neurological	
1842	990	Mental retardation, X-linked nonsyndromic (3)	ZNF41	ZNF41	314995	Xp22.1-cen	Neurological	
1843	990	Mental retardation, X-linked nonsyndromic, DLG3-related (3)	DLG3	DLG3, NEDLG, SAP102, MRX	300189	Xq13.1	Neurological	
1844	990	Mental retardation, X-linked, Snyder-Robinson type, 309583 (3)	SMS	SMS, SRS, MRSR	300105	Xp22.1	Neurological	309583
1845	990	Mental retardation, X-linked, with isolated growth hormone deficiency, 300123 (3)	SOX3	SOX3, MRGH	313430	Xq26.3	Neurological	300123
1846	990	Mental retardation, X-linked, with progressive spasticity, 300279 (3)	MECP2	MECP2, RTT, PPMX, MRX16, MRX79	300005	Xq28	Neurological	300279
1847	990	Mental retardation, X-linked, with seizures and carrier manifestations, 300397 (3)	SLC6A8	SLC6A8, CRTR	300036	Xq28	Neurological	300397
1848	991	Mephenytoin poor metabolizer (3)	CYP2C	CYP2C, CYP2C19	124020	10q24.1-q24.3	Metabolic	
1850	993	Mesangial sclerosis, isolated diffuse, 256370 (3)	WT1	WT1	607102	11p13	Renal	256370
1851	995	Mesothelioma (3)	BCL10	BCL10	603517	1p22	Cancer	
1852	996	Metachromatic leukodystrophy, 250100 (3)	ARSA	ARSA	607574	22q13.31-qter	Neurological	250100
1853	996	Metachromatic leukodystrophy due to deficiency of SAP-1 (3)	PSAP	PSAP, SAP1	176801	10q22.1	Neurological	
1854	997	Metaphyseal chondrodysplasia, Murk Jansen type, 156400 (3)	PTHR1	PTHR1, PTHR	168468	3p22-p21.1	Connective tissue	156400
1855	997	Metaphyseal chondrodysplasia, Schmid type (3)	COL10A1	COL10A1	120110	6q21-q22.3	Connective tissue	
1856	997	Metaphyseal dysplasia without hypotrichosis, 250460 (3)	RMRP	RMRP, RMRPR, CHH	157660	9p21-p12	Connective tissue	250460
1857	999	Methemoglobinemia due to cytochrome b5 deficiency (3)	CYB5	CYB5	250790	18q23	Hematological	
1858	999	Methemoglobinemias, alpha-(3)	HBA1	HBA1	141800	16pter-p13.3	Hematological	
1859	999	Methemoglobinemias, beta-(3)	HBB	HBB	141900	11p15.5	Hematological	
1860	999	Methemoglobinemia, type I (3)	DIA1	DIA1	250800	22q13.31-qter	Hematological	
1861	999	Methemoglobinemia, type II (3)	DIA1	DIA1	250800	22q13.31-qter	Hematological	
1862	1001	Methionine adenosyltransferase deficiency, autosomal recessive (3)	MAT1A	MAT1A, MATA1, SAMS1	250850	10q22	Metabolic	
1863	1002	Methylcobalamin deficiency, cblG type, 250940 (3)	MTR	MTR	156570	1q43	Metabolic	250940
1864	1003	Methylmalonate semialdehyde dehydrogenase deficiency (3)	ALDH6A1	ALDH6A1, MMSDH	603178	14q24.3	Metabolic	
1865	1004	Methylmalonic aciduria, mut(0) type, 251000 (3)	MUT	MUT, MCM	609058	6p21	Metabolic	251000
